number,title,state,created_at,closed_at,author,url,ai_summary
12903,[Bug] Git repository not recognized despite valid .git directory,open,"Dec 02, 2025",,cx-shahar-kazaz,https://github.com/anthropics/claude-code/issues/12903,"Claude Desktop fails to recognize valid Git repositories and doesn't create worktrees, despite working previously."
12908,[BUG] Conversation History disappeared after update.,open,"Dec 02, 2025",,roxstar-ai,https://github.com/anthropics/claude-code/issues/12908,Conversation history vanished after updating Claude Code to the latest version.
12925,Linear Integration: Assign issues to Claude Code to trigger cloud agent sessions,open,"Dec 03, 2025",,ian-klopper,https://github.com/anthropics/claude-code/issues/12925,Request to automatically trigger Claude Code cloud agent sessions when issues are assigned to Claude Code in Linear integration.
12927,[FEATURE] /copy command to copy last response to clipboard,open,"Dec 03, 2025",,ktaekim2,https://github.com/anthropics/claude-code/issues/12927,"User requests /copy command to copy Claude's last response to clipboard, similar to Gemini CLI."
12929,Feature Request: Project Orchestrator Mode,open,"Dec 03, 2025",,ian-klopper,https://github.com/anthropics/claude-code/issues/12929,Request persistent planning agent to coordinate multiple cloud agents while maintaining full context for complex project management.
12932,[BUG]  Synchronization problem between worktrees and main repository.,open,"Dec 03, 2025",,AlessandroBorges,https://github.com/anthropics/claude-code/issues/12932,Git worktrees cause sync issues; Claude repeatedly applies same fixes to wrong file locations.
12938,Multi-user permission conflicts with /tmp/claude-*-cwd files,open,"Dec 03, 2025",,ihanikos,https://github.com/anthropics/claude-code/issues/12938,Claude Code fails on shared servers when checking `/tmp/claude-*-cwd` files owned by other users due to insufficient permission handling.
12941,[FEATURE] Clone/duplicate conversation to try different approaches,open,"Dec 03, 2025",,ykdojo,https://github.com/anthropics/claude-code/issues/12941,"Request feature to clone/duplicate conversations, allowing users to fork at any point and explore different approaches without losing original context."
12947,[Bug] Anthropic API Error: Image media type mismatch on image files,open,"Dec 03, 2025",,janss-en,https://github.com/anthropics/claude-code/issues/12947,Claude API rejects JPEG image due to media type mismatch when reading base64-encoded image files.
12953,[BUG] Mousewheel scrolls through input history instead of chat history,open,"Dec 03, 2025",,Sp33dyFoX,https://github.com/anthropics/claude-code/issues/12953,Mousewheel scrolling navigates input history instead of scrolling through chat messages in Claude Code.
12961,API Error: Connection error.,open,"Dec 03, 2025",,Makswell77713,https://github.com/anthropics/claude-code/issues/12961,Lock acquisition failed for Claude version directory in multi-process scenario on macOS.
12962,[FEATURE] Settings.json parent directory traversal for monorepos,open,"Dec 03, 2025",,skorfmann,https://github.com/anthropics/claude-code/issues/12962,Claude Code should traverse parent directories to find `.claude/settings.json` for monorepo shared settings instead of only checking current directory.
12980,[Feature Request] Add option to skip trust prompt when .claude/settings.local.json allows it,open,"Dec 03, 2025",,ahonnecke,https://github.com/anthropics/claude-code/issues/12980,User requests option to skip trust prompt when .claude/settings.local.json already explicitly configures permissions across git worktrees.
12987,[BUG] Linux Native x64 build - unbounded memory leak even with clean session,open,"Dec 03, 2025",,Hyohko,https://github.com/anthropics/claude-code/issues/12987,Linux x64 native build has unbounded memory leak consuming all available RAM even with clean sessions.
12990,Persistent session context across restarts,open,"Dec 03, 2025",,ashwin-koko,https://github.com/anthropics/claude-code/issues/12990,Request to save and restore session context across restarts to maintain conversation history and task continuity.
12994,"[BUG]  Custom agents fail with ""Tool names must be unique"" error",open,"Dec 03, 2025",,wobrien-pronetx,https://github.com/anthropics/claude-code/issues/12994,"Custom agents fail to launch with ""Tool names must be unique"" error when using the Task tool."
12996,[BUG]    Blank screen during long operations appears broken (no progress indicator),open,"Dec 03, 2025",,BobFrankston,https://github.com/anthropics/claude-code/issues/12996,"Long operations display blank screen without progress indicator, leaving users uncertain if application is still working."
13001,[Feature Request] Hot-reload support for custom commands during development,open,"Dec 03, 2025",,claibinis,https://github.com/anthropics/claude-code/issues/13001,Request hot-reload support for custom commands during development sessions.
13002,Compaction tip references non-existent plugin marketplace and plugin,open,"Dec 03, 2025",,guppie70,https://github.com/anthropics/claude-code/issues/13002,Compaction tip suggests installing non-existent frontend-design plugin from invalid marketplace source.
13006,[Bug] Spanish language: Missing diacritics and special characters in output,open,"Dec 03, 2025",,mlopezaragon,https://github.com/anthropics/claude-code/issues/13006,Spanish output missing diacritics and special characters like tildes and ñ in Claude Code.
13008,[FEATURE] OSC 8 Hyperlinks for Clickable File Paths,open,"Dec 03, 2025",,vwieczorek,https://github.com/anthropics/claude-code/issues/13008,Claude Code should use OSC 8 protocol to output clickable file paths in terminals supporting hyperlinks.
13023,[BUG] Plan Mode Regression in 2.0.51+,open,"Dec 04, 2025",,daviguides,https://github.com/anthropics/claude-code/issues/13023,Plan mode regression in Claude Code version 2.0.51+ causing unexpected behavior or failures.
13024,[FEATURE] Add hook for when Claude is waiting for user input,open,"Dec 04, 2025",,currenthandle,https://github.com/anthropics/claude-code/issues/13024,"Request hook/callback to trigger when Claude waits for user input, enabling audio notifications or custom actions."
13049,[Bug] Image size error persists after clearing prompt and image data,open,"Dec 04, 2025",,count23all,https://github.com/anthropics/claude-code/issues/13049,Image size error message persists even after clearing prompt and image data completely.
13059,[BUG] Plan mode outputs full plan to chat on every update,open,"Dec 04, 2025",,TimeHunter81,https://github.com/anthropics/claude-code/issues/13059,Plan mode outputs entire plan file to chat on every update instead of just showing changes.
13064,"[FEATURE]  VS Code Extension: Add setting to configure ""Past Conversations"" time limit",open,"Dec 04, 2025",,ccalvop,https://github.com/anthropics/claude-code/issues/13064,"User requests configurable time limit setting for VS Code Extension's ""Past Conversations"" panel instead of hardcoded 30-day limit."
13067,Allow read-only bash commands in plan mode,open,"Dec 04, 2025",,paj80paj,https://github.com/anthropics/claude-code/issues/13067,Allow specified read-only bash commands to execute without approval during plan mode for safer workflow.
13071,[Bug] Claude Code passes invalid `--no-stat` flag to `git show` command,open,"Dec 04, 2025",,eepp,https://github.com/anthropics/claude-code/issues/13071,"Claude Code 2.0.58 incorrectly passes invalid `--no-stat` flag to `git show` command, causing errors and wasting context."
13097,[Docs] Clarify that extraKnownMarketplaces requires interactive trust dialog (not available in CI/headless mode),open,"Dec 04, 2025",,alexey-pelykh,https://github.com/anthropics/claude-code/issues/13097,Documentation needs clarification that `extraKnownMarketplaces` requires interactive trust dialog unavailable in CI/CD or headless environments.
13108,[FEATURE] GPU device passthrough in sandbox mode,open,"Dec 05, 2025",,benvanik,https://github.com/anthropics/claude-code/issues/13108,"User requests GPU device passthrough support in sandbox mode to enable Vulkan, ROCm, HIP, and CUDA workflows."
13113,[BUG] Status line spinner creates multiple rows instead of updating in place on Windows Terminal,open,"Dec 05, 2025",,PatDavWork,https://github.com/anthropics/claude-code/issues/13113,Status line spinner creates multiple rows instead of updating in place on Windows Terminal.
13125,[BUG] Pasted text repeatedly truncated mid-word when pasting long content into chat,open,"Dec 05, 2025",,markspivey,https://github.com/anthropics/claude-code/issues/13125,Pasted long text (200-400 words) gets truncated mid-word when pasted into chat input.
13126,[BUG] Claude code is killed by OOM killer due to subprocess issue,open,"Dec 05, 2025",,BarsMonster,https://github.com/anthropics/claude-code/issues/13126,Claude Code subprocess launch causes Linux OOM killer to terminate Claude instead of child process.
13138,[BUG] Race Condition: Folders Created with Literal Variable Names Before Expansion,open,"Dec 05, 2025",,jurgenmahn,https://github.com/anthropics/claude-code/issues/13138,"Claude Code creates directories with literal unexpanded variable names before environment variable expansion occurs, causing duplicate folders."
13153,[BUG] Bash login shell,open,"Dec 05, 2025",,aeiplatform,https://github.com/anthropics/claude-code/issues/13153,User reports that bash login shell settings in Claude Code aren't working properly despite configuring environment variables.
13154,[FEATURE] Regex/glob support for Bash permission patterns,open,"Dec 05, 2025",,RyanSaxe,https://github.com/anthropics/claude-code/issues/13154,"Request to support regex/glob patterns in Bash permission rules for conditional safety based on command arguments, not just command prefix."
13161,[BUG] ripgrep tool in FreeBSD constant failure for internal `Search`,open,"Dec 05, 2025",,lnxprof,https://github.com/anthropics/claude-code/issues/13161,ripgrep tool on FreeBSD fails to return search results despite matches existing in files.
13183,[BUG] CLI hangs on paste from accessibility/voice-to-text tools - bracketed paste mode mishandling,open,"Dec 06, 2025",,melderan,https://github.com/anthropics/claude-code/issues/13183,CLI hangs when receiving pasted text from accessibility/voice-to-text tools due to bracketed paste mode mishandling.
13187,[BUG] Claude repeatedly fails to include cd prefix in Bash commands despite acknowledging the requirement,open,"Dec 06, 2025",,karaokeyoga,https://github.com/anthropics/claude-code/issues/13187,Claude fails to consistently include `cd` commands in Bash scripts despite acknowledging the requirement in conversations.
13195,[BUG] Edit(.git/**) permission doesn't allow git to write .git/config in sandbox,open,"Dec 06, 2025",,lior-airis,https://github.com/anthropics/claude-code/issues/13195,Git cannot write to `.git/config` in sandbox despite `Edit(.git/**)` permission being enabled.
13199,[FEATURE] reuse same CLI for multiple agents,open,"Dec 06, 2025",,louisabraham,https://github.com/anthropics/claude-code/issues/13199,Request to reuse single CLI instance across multiple agents to reduce memory overhead from spawning separate processes.
13213,"[BUG] autoUpdaterStatus: ""disabled"" setting is ignored - CLI auto-updates anyway",open,"Dec 06, 2025",,antoineschaller,https://github.com/anthropics/claude-code/issues/13213,"Auto-updates continue despite `autoUpdaterStatus: ""disabled""` setting in configuration file."
13229,[BUG] Claude Code v2.x Cannot Resume Sessions Created/Used in v1.x - Version Incompatibility,open,"Dec 06, 2025",,MoorAE,https://github.com/anthropics/claude-code/issues/13229,Claude Code v2.x cannot resume sessions created in v1.x due to version incompatibility in session file format.
13239,[FEATURE] Pre-Compact Auto-Save and Improved Summarization,open,"Dec 06, 2025",,EMarkODell,https://github.com/anthropics/claude-code/issues/13239,"Request auto-save before compacting conversations and improve summary quality to retain error messages, failed attempts, and debugging information."
13240,[Bug] Claude Code hangs indefinitely during processing with no error output,open,"Dec 06, 2025",,MarianoFacundoArch,https://github.com/anthropics/claude-code/issues/13240,"Claude Code hangs indefinitely during processing without errors, stuck for minutes with no progress or output."
13241,PostToolUse hook not sending tool_use_id field as documented,open,"Dec 06, 2025",,orr-levinger,https://github.com/anthropics/claude-code/issues/13241,PostToolUse hook missing `tool_use_id` field despite documentation stating it should be included.
13243,"[FEATURE] Add `installMethod` support for system package manager installations (pacman/AUR, apt, etc.)",open,"Dec 06, 2025",,kleinmatic,https://github.com/anthropics/claude-code/issues/13243,"Feature request: Add `installMethod` support for system package managers (pacman, apt, etc.) to eliminate startup warnings."
13254,[BUG] Background subagents cannot access MCP tools,open,"Dec 07, 2025",,BloodyFrag,https://github.com/anthropics/claude-code/issues/13254,"Background subagents with `run_in_background: true` cannot access MCP tools, reporting unavailability despite parent agent access."
13268,[Bug] Previous session becomes unresponsive when opening new session in same project,open,"Dec 07, 2025",,paulpreibisch,https://github.com/anthropics/claude-code/issues/13268,"Opening new Claude Code session in same project freezes previous session, making it unresponsive to commands."
13282,[Bug] Claude Code hangs without response since v2.0.60,open,"Dec 07, 2025",,DavidPluxia,https://github.com/anthropics/claude-code/issues/13282,"Claude Code v2.0.60 hangs without responding, causing delays in execution on macOS with VSCode."
13287,[Bug] Multiple Claude Code instances freeze on macOS due to file locking conflict,open,"Dec 07, 2025",,LohiSoftsro,https://github.com/anthropics/claude-code/issues/13287,Multiple Claude Code instances in same VS Code project freeze due to file locking conflicts on macOS.
13288,[BUG] Hooks skipped due to workspace trust when running from home directory (~),open,"Dec 07, 2025",,jasper-vandemalle,https://github.com/anthropics/claude-code/issues/13288,Hooks are skipped due to workspace trust when running Claude Code from home directory despite user-level hook configuration.
13290,[Bug] CLI hangs mid-conversation requiring session restart,open,"Dec 07, 2025",,Eluticz,https://github.com/anthropics/claude-code/issues/13290,"CLI randomly hangs mid-conversation, requiring session restart; file read errors suggest directory operation issue."
13301,[BUG] Claude Code unable to connect to PyCharm by using the dedicated Plugin or via PyCharm's terminals,open,"Dec 07, 2025",,Dyl-M,https://github.com/anthropics/claude-code/issues/13301,Graphical diff viewer randomly fails to appear when Claude Code proposes file changes.
13309,[BUG] [BUG] give claude code a different project blew the existing claude code session away,open,"Dec 07, 2025",,menro,https://github.com/anthropics/claude-code/issues/13309,Claude Code loses entire session context when switching to analyze a different GitHub repository project.
13328,Paste get truncated even with small input (less than one page).,open,"Dec 07, 2025",,nathanielcrowell12-spec,https://github.com/anthropics/claude-code/issues/13328,Pasted content gets truncated even when input is small and fits on one page.
13336,[BUG] `--debug hooks` missing `Executing hook command:` logging for SessionStart hooks,open,"Dec 07, 2025",,coygeek,https://github.com/anthropics/claude-code/issues/13336,"SessionStart hooks don't log the ""Executing hook command"" debug message that other hooks do."
13340,[BUG] global/local settings.json allow permissions are not respected by Claude Code,open,"Dec 07, 2025",,AbdelrahmanHafez,https://github.com/anthropics/claude-code/issues/13340,Piped bash commands incorrectly prompt for permission despite all individual components being allowed in settings.json.
13344,[BUG] Plugin enable/disable ignored - all skills loaded regardless of settings,open,"Dec 08, 2025",,kylesnowschwartz,https://github.com/anthropics/claude-code/issues/13344,Plugin enable/disable settings ignored; all skills loaded from directory regardless of individual plugin configuration.
13354,[FEATURE] Continue when the session limit reached,open,"Dec 08, 2025",,massyn,https://github.com/anthropics/claude-code/issues/13354,User requests ability to continue work automatically when session limit is reached instead of stopping workflow.
13355,To be able to add funds/credits in Claude Code like you can in normal Claude (a small button shows up saying Add Funds),open,"Dec 08, 2025",,pecen,https://github.com/anthropics/claude-code/issues/13355,User requests ability to add funds/credits directly in Claude Code interface like in normal Claude.
13363,[BUG] Write tool corrupts UTF-8 encoding (BOM loss),open,"Dec 08, 2025",,StephFleury,https://github.com/anthropics/claude-code/issues/13363,"Write tool removes UTF-8 BOM when rewriting files, causing encoding corruption on Windows systems."
13370,[FEATURE] SSH Bell Emission,open,"Dec 08, 2025",,macheteYetiLWAF,https://github.com/anthropics/claude-code/issues/13370,Request for SSH bell/audio notification when Claude Code CLI awaits user input on remote servers.
13371,Permission system bypassed by command chaining AND command options (new attack vector),open,"Dec 08, 2025",,Aujourduy,https://github.com/anthropics/claude-code/issues/13371,"Permission system can be bypassed via command chaining and command options, allowing unauthorized execution of restricted commands."
13372,[BUG] Maven/Gradle builds fail in Claude Code Web cloud environment - DNS resolution failure for repo.maven.apache.org,open,"Dec 08, 2025",,axel-nyman,https://github.com/anthropics/claude-code/issues/13372,Maven/Gradle builds fail in Claude Code Web due to DNS resolution errors for Maven Central repository.
13377,[BUG] Install the PyCharm plugin from the JetBrains Marketplace: https://docs.claude.com/s/claude-code-jetbrains,open,"Dec 08, 2025",,Pentadome,https://github.com/anthropics/claude-code/issues/13377,Documentation link lacks explanation for PyCharm plugin installation requirement; needs clarification or removal.
13378,2-space indent and hard wrap at 80 breaks copy-paste - Need a way to configure it out of the way,open,"Dec 08, 2025",,alexeyv,https://github.com/anthropics/claude-code/issues/13378,Claude Code's 2-space indent and 80-character hard wrap breaks code copy-paste; user needs configuration option to disable.
13383,[BUG],open,"Dec 08, 2025",,feek13,https://github.com/anthropics/claude-code/issues/13383,Large screenshot in MCP tool causes infinite loop that cannot be escaped.
13385,[Bug] Context usage indicator shows 0% while /context command shows actual usage,open,"Dec 08, 2025",,AlexRedPill,https://github.com/anthropics/claude-code/issues/13385,Context usage indicator displays 0% in UI while /context command accurately shows 33% usage.
13403,[Bug] Failed to load session,open,"Dec 08, 2025",,BrainInTheJar,https://github.com/anthropics/claude-code/issues/13403,"Session loading fails on macOS with version 2.0.61, returning empty error details."
13404,"[FEATURE] Password for running ""claude"" command",open,"Dec 08, 2025",,TimothyIsspolin,https://github.com/anthropics/claude-code/issues/13404,Request to add password protection for the `claude` command to prevent unauthorized or accidental execution.
13435,[DOCS] (Claude Desktop UI)  Misleading authentication token message in Claude Desktop settings,open,"Dec 09, 2025",,MatthewGrantAU,https://github.com/anthropics/claude-code/issues/13435,"Claude Desktop settings misleadingly suggest tokens appear after CLI authentication, but they don't actually display there."
13440,[Bug] Hookify import error: No module named 'hookify',open,"Dec 09, 2025",,ppf,https://github.com/anthropics/claude-code/issues/13440,User reports missing 'hookify' module import error; requests clarification on PyPI availability or plugin disabling option.
13445,[BUG] Ctrl+d to delete a character sometimes causes the app to exit,open,"Dec 09, 2025",,stiang,https://github.com/anthropics/claude-code/issues/13445,Ctrl+D to delete character sometimes unexpectedly exits the app instead of deleting text.
13446,"[BUG] After compaction the terminal resets and i cannot scroll up and see what all were discussed, changed and done.",open,"Dec 09, 2025",,george-pc,https://github.com/anthropics/claude-code/issues/13446,"After compaction, terminal resets preventing users from scrolling up to review prior discussion and changes."
13456,"[BUG] Claude Code Edit tool fails on files with CRLF line endings, falsely   reporting ""File has been unexpectedly modified.""",open,"Dec 09, 2025",,gmnistasia-beep,https://github.com/anthropics/claude-code/issues/13456,Claude Code Edit tool incorrectly reports files with CRLF line endings as modified when attempting edits.
13458,[BUG] Error: write EPIPE,open,"Dec 09, 2025",,mahenzon,https://github.com/anthropics/claude-code/issues/13458,Claude Code CLI crashes with EPIPE error when attempting to edit files.
13464,[BUG] Hookify plugin: Multiple foot guns causing rules to fail silently or trigger unexpectedly,open,"Dec 09, 2025",,Moredread,https://github.com/anthropics/claude-code/issues/13464,Hookify plugin has logic bugs causing rules to fail silently or trigger unexpectedly due to undocumented behavior.
13480,[BUG] Oversized image breaks conversation permanently - no way to recover without starting new chat,open,"Dec 09, 2025",,precisionpete,https://github.com/anthropics/claude-code/issues/13480,Oversized images cause API 400 errors with no recovery option; users must restart chat instead of resizing automatically.
13483,[FEATURE] companyAnnouncements feature shown on VSCode extension,open,"Dec 09, 2025",,HaithamMaya,https://github.com/anthropics/claude-code/issues/13483,"VSCode extension doesn't display company announcements that are configured as enterprise-managed settings, unlike Claude Code terminal."
13496,[FEATURE] Private/Silent Slack Integration feedback,open,"Dec 09, 2025",,Faithfinder,https://github.com/anthropics/claude-code/issues/13496,User requests silent Slack integration mode to prevent Claude from posting public feedback messages when summoned in channels.
13498,[BUG] Installation failed  Failed to fetch version from stable: AxiosError: timeout of 30000ms exceeded,open,"Dec 09, 2025",,eblack-leaf,https://github.com/anthropics/claude-code/issues/13498,Installation fails with 30-second timeout errors when fetching version from stable channel on Ubuntu 22.04.
13500,[Bug] Claude Code repeats completed plan steps due to stale state,open,"Dec 09, 2025",,cgaaf,https://github.com/anthropics/claude-code/issues/13500,Claude Code repeats already-completed plan steps due to stale state not being properly cleared.
13501,[Bug] Anthropic API Error: Request exceeds maximum size causes infinite loop,open,"Dec 09, 2025",,ChrisGVE,https://github.com/anthropics/claude-code/issues/13501,"Claude Code gets stuck in infinite loop when request exceeds Anthropic API size limit, unable to recover."
13503,"[BUG] Plugin install fails with EINVAL: invalid argument, rename - directory moved into itself",open,"Dec 09, 2025",,ybgwon96,https://github.com/anthropics/claude-code/issues/13503,Plugin installation fails when renaming directory to itself during file move operation.
13504,[BUG] Claude Code 2.0.63 UI rendering broken + keyboard navigation not working on Ubuntu 24.04 via SSH,open,"Dec 09, 2025",,iMateo,https://github.com/anthropics/claude-code/issues/13504,Claude Code 2.0.63 crashes on Ubuntu 24.04 via SSH with broken UI rendering and non-functional keyboard navigation.
13509,[BUG],open,"Dec 09, 2025",,owensk,https://github.com/anthropics/claude-code/issues/13509,Local directory marketplace plugins incorrectly display as installed but lack management capabilities.
13514,[FEATURE] Delete Claude Code sessions,open,"Dec 10, 2025",,kalam-87,https://github.com/anthropics/claude-code/issues/13514,Users request ability to permanently delete Claude Code sessions instead of only being able to archive them.
13517,[Bug] Custom statusLine command from settings.json not being executed,open,"Dec 10, 2025",,jkaster,https://github.com/anthropics/claude-code/issues/13517,Custom statusLine command from settings.json isn't being executed when conversation messages update.
13518,"[BUG] ""PDF too large"" error persists and blocks all PDF reading",open,"Dec 10, 2025",,jfgordo,https://github.com/anthropics/claude-code/issues/13518,"PDF reading functionality completely broken due to persistent ""PDF too large"" error affecting all file sizes."
13521,[FEATURE] Context-Aware Agent with Low-Context Actions and Iterative Session-continuation Document Creation,open,"Dec 10, 2025",,ptaczek,https://github.com/anthropics/claude-code/issues/13521,Request for agents to track remaining context and enable iterative document creation with low-context actions before hitting limits.
13526,[BUG] Bun binaries crash on ARM Neoverse-V2 (Python SDK + native installer),open,"Dec 10, 2025",,xwang233,https://github.com/anthropics/claude-code/issues/13526,Bun 1.2.8 binaries crash with SIGABRT on ARM Neoverse-V2 processors in Python SDK and native installer.
13528,[DOCS] Clarify UX differences between Terminal CLI and VS Code Extension,open,"Dec 10, 2025",,bgondell,https://github.com/anthropics/claude-code/issues/13528,Users need documentation clarifying UX differences between Terminal CLI and VS Code Extension implementations.
13533,[BUG] Task tool missing when launching session with --agent (tools not inherited even when undefined),open,"Dec 10, 2025",,jk-lux,https://github.com/anthropics/claude-code/issues/13533,Task tool missing from main session when launching with `--agent` flag; tools not inherited properly between agent and main session.
13543,[BUG] MCP servers from marketplace no longer available,open,"Dec 10, 2025",,stephanwesten,https://github.com/anthropics/claude-code/issues/13543,MCP servers from marketplace stopped loading after updating to version 2.0.64.
13551,[Bug] Max plan usage consumed at unusually high rate without workflow changes,open,"Dec 10, 2025",,akhaman,https://github.com/anthropics/claude-code/issues/13551,Max plan usage consumed 40% in 40 minutes without workflow changes; suspected tracking or billing error.
13553,[BUG] Failed to clone marketplace repository for both HTTPs and SSH,open,"Dec 10, 2025",,ors-zn,https://github.com/anthropics/claude-code/issues/13553,Failed to clone private GitHub marketplace repository using both HTTPS and SSH authentication methods.
13568,[Bug] Hookify plugin: incorrect sys.path configuration breaks module imports,open,"Dec 10, 2025",,mrekh,https://github.com/anthropics/claude-code/issues/13568,"Hookify plugin's incorrect sys.path configuration prevents module imports, causing ""No module named 'hookify'"" errors."
13569,[Bug] Instant Auto-Compact increases token consumption even when disabled,open,"Dec 10, 2025",,BnnQ,https://github.com/anthropics/claude-code/issues/13569,Instant auto-compact consumes excessive tokens in background even when auto-compaction is disabled in settings.
13572,PreCompact hook not triggered when /compact command runs,open,"Dec 10, 2025",,ihxm33,https://github.com/anthropics/claude-code/issues/13572,PreCompact hook fails to execute when /compact command runs despite correct configuration.
13577,[BUG] PDF Reading Fails Under 200k Token Limit,open,"Dec 10, 2025",,CallisteH,https://github.com/anthropics/claude-code/issues/13577,"PDF reading fails when token count is below 200k limit, incorrectly reporting context overflow."
13579,💖 Community Learnings: 7 Critical Token-Wasting Patterns (700K+ tokens saved!),open,"Dec 10, 2025",,Zwilla,https://github.com/anthropics/claude-code/issues/13579,"Community shares 7 token-wasting patterns discovered during intensive Claude usage, documenting 700K+ tokens waste and efficiency improvement opportunities."
13582,"[MODEL] Claude Code (Opus 4.5) guesses instead of verifying, gives confident wrong answers",open,"Dec 10, 2025",,tvdeyen,https://github.com/anthropics/claude-code/issues/13582,Claude Code (Opus 4.5) provides confident but incorrect answers during debugging instead of verifying information.
13583,[BUG] Claude Code Sandbox Bypass Security Breach,open,"Dec 10, 2025",,drswobodziczka,https://github.com/anthropics/claude-code/issues/13583,"User reports Claude Code Sandbox incorrectly blocks `git commit` with heredoc syntax, preventing legitimate operations."
13585,Add Quota Information Access to Claude Code CLI,open,"Dec 10, 2025",,Data-Wise,https://github.com/anthropics/claude-code/issues/13585,"Add API access to quota information (session %, weekly %) currently only available in Claude Desktop UI."
13591,[FEATURE] Sticky/Fixed Input Mode - Keep input visible while scrolling output,open,"Dec 10, 2025",,Kostya950,https://github.com/anthropics/claude-code/issues/13591,Request feature to keep input field visible while scrolling through long output content.
13594,[BUG] Could not process      image,open,"Dec 10, 2025",,morphaven,https://github.com/anthropics/claude-code/issues/13594,API returns 400 error when processing images with extra whitespace in the request.
13600,[FEATURE][CLI] Markdown renderer support in Claude Code CLI,open,"Dec 10, 2025",,stagefright5,https://github.com/anthropics/claude-code/issues/13600,CLI should render markdown output instead of displaying raw markdown syntax in responses.
13601,[BUG] Significent differences reading text from photo in Claude UI vs Claude CLI,open,"Dec 10, 2025",,swestcott,https://github.com/anthropics/claude-code/issues/13601,Claude UI extracts text from photos significantly more accurately than Claude CLI for the same image.
13602,[BUG] Cannot press Enter in new chats - React error #418 (old chats work fine),open,"Dec 10, 2025",,sy22478,https://github.com/anthropics/claude-code/issues/13602,New chats prevent Enter key submission while old chats work; React error occurs.
13605,[BUG] Custom plugin subagents cannot access MCP tools (built-in agents can),open,"Dec 10, 2025",,alennartz,https://github.com/anthropics/claude-code/issues/13605,"Custom plugin subagents cannot access MCP tools while built-in agents can, blocking tool usage in plugin-defined agents."
13608,[BUG] Automatic file ingestion on pasted paths corrupts sessions and cannot be disabled,open,"Dec 10, 2025",,robotogre,https://github.com/anthropics/claude-code/issues/13608,"Pasting file paths automatically ingests files without user consent, corrupting sessions with no option to disable."
13614,Support @include directive for composable CLAUDE.md files,open,"Dec 10, 2025",,e-fu,https://github.com/anthropics/claude-code/issues/13614,Request for @include directive in CLAUDE.md files to reuse shared instruction fragments across multiple projects without duplication.
13627,Bug: Custom agent body content (instructions) not injected when subagent is spawned via Task tool,open,"Dec 11, 2025",,CameronImmesoete,https://github.com/anthropics/claude-code/issues/13627,Custom agent instructions from markdown files are ignored when spawning subagents via Task tool.
13638,Plan mode restrictions can be bypassed by LLM,open,"Dec 11, 2025",,bahamoth,https://github.com/anthropics/claude-code/issues/13638,LLM bypasses plan mode restrictions by directly calling tools like Bash and Edit instead of using ExitPlanMode.
13642,[Feature Request] Enhance /compact with structured context preservation sections,open,"Dec 11, 2025",,EmanuelFaria,https://github.com/anthropics/claude-code/issues/13642,Request to enhance `/compact` command to preserve structured actionable context sections beyond chronological narrative summaries.
13647,[Bug] Model selection defaults to Opus 4.1 when Opus 4.5 is selected,open,"Dec 11, 2025",,asfar-decmil,https://github.com/anthropics/claude-code/issues/13647,Model selection incorrectly defaults to Opus 4.1 instead of Opus 4.5 after user selection.
13649,[Bug] Bash tool bypasses allowlist restrictions and executes unapproved commands,open,"Dec 11, 2025",,CyberneticNomad-v808,https://github.com/anthropics/claude-code/issues/13649,Bash tool ignores allowlist and executes unapproved commands like head and grep without blocking or requiring approval.
13655,Skill tool incorrectly parses markdown content as shell commands,open,"Dec 11, 2025",,LeekJay,https://github.com/anthropics/claude-code/issues/13655,"Skill tool incorrectly parses markdown backticks and special characters as shell commands, causing activation failures."
13663,"[BUG] Claude keeps asking to log in, when using GCP Vertex AI model",open,"Dec 11, 2025",,marcopellegrino-devoteam,https://github.com/anthropics/claude-code/issues/13663,Claude repeatedly prompts for login when using GCP Vertex AI model instead of remembering authentication credentials.
13668,PreCompact hook receives empty transcript_path,open,"Dec 11, 2025",,multimonty,https://github.com/anthropics/claude-code/issues/13668,PreCompact hook receives empty string for transcript_path instead of actual file path.
13685,"[BUG] MCP need logo_uri, client_uri, tos_uri must be parsable",open,"Dec 11, 2025",,fox-john,https://github.com/anthropics/claude-code/issues/13685,"MCP server requires logo_uri, client_uri, and tos_uri fields to be valid, parsable URIs for OAuth integration."
13689,[FEATURE] Improve the model's ability to follow instructions,open,"Dec 11, 2025",,marcindulak,https://github.com/anthropics/claude-code/issues/13689,User requests improved instruction-following ability for Claude Code models regarding CLAUDE.md guidelines.
13701,[Bug] Anthropic API Error: Invalid thinking parameter in requests,open,"Dec 11, 2025",,Dimonka2,https://github.com/anthropics/claude-code/issues/13701,"Claude Code sends invalid thinking block modifications in API requests, causing persistent 400 errors on message continuations."
13705,"[Bug] Update process leaves stale lock file, blocking subsequent updates",open,"Dec 11, 2025",,graham-u,https://github.com/anthropics/claude-code/issues/13705,"Update process fails to clean up lock files, requiring manual deletion to retry updates."
13714,"Feature request: Support multiple conversation export formats (.md, .html, .json)",open,"Dec 11, 2025",,mvorpagel-gif,https://github.com/anthropics/claude-code/issues/13714,"User requests support for exporting conversations in multiple formats (.md, .html, .json) instead of always defaulting to .txt."
13720,[FEATURE] code REVIEWS that do not suck,open,"Dec 11, 2025",,akostadinov,https://github.com/anthropics/claude-code/issues/13720,User requests Claude to perform comprehensive code reviews for both AI-generated and human-written code.
