number,title,state,created_at,closed_at,author,url,ai_summary
25858,/compact fails with 'Conversation too long' at 25% context usage,open,"Feb 15, 2026",,fkhawajagh,https://github.com/anthropics/claude-code/issues/25858,/compact fails with 'Conversation too long' at 25% context usage
25855,[BUG] Memory leak: multiple Claude processes accumulate 11GB+ RSS on Ubuntu 25.10 (kernel 6.17),open,"Feb 15, 2026",,ppravdin,https://github.com/anthropics/claude-code/issues/25855,Memory leak: multiple Claude processes accumulate 11GB+ RSS on Ubuntu 25.10 (kernel 6.17)
25853,Hooks fail with posix_spawn '/bin/sh' ENOENT without sandbox enabled,open,"Feb 15, 2026",,synap5e,https://github.com/anthropics/claude-code/issues/25853,Hooks fail with posix_spawn '/bin/sh' ENOENT without sandbox enabled
25852,Chrome extension not connecting to Claude Code native host (macOS),open,"Feb 15, 2026",,vetrideveloper,https://github.com/anthropics/claude-code/issues/25852,Chrome extension not connecting to Claude Code native host (macOS)
25851,Always Save Users Tokens: Default to Cheapest Capable Model,open,"Feb 15, 2026",,CtodGit,https://github.com/anthropics/claude-code/issues/25851,Always Save Users Tokens: Default to Cheapest Capable Model. Problem Claude Code agents default to expensive models for tasks that don't require their capability
25845,[FEATURE REQUEST] Prompt Queue with Steer Controls,open,"Feb 15, 2026",,TradeWithCash2025,https://github.com/anthropics/claude-code/issues/25845,"REQUEST] Prompt Queue with Steer Controls. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement Currently, Claud"
25838,Authentication method unexpectedly switched from Claude Max to Claude API mid-session,open,"Feb 15, 2026",,zzkevin2019,https://github.com/anthropics/claude-code/issues/25838,Authentication method unexpectedly switched from Claude Max to Claude API mid-session
25836,[Bug] Plan instructions not applied to subsequent plan presentations,open,"Feb 15, 2026",,Nostromos,https://github.com/anthropics/claude-code/issues/25836,[Bug] Plan instructions not applied to subsequent plan presentations
25829,"[BUG] Claude Desktop installation fails on Windows 11 25H2 (Build 26200) - ""couldn't install please check for software updates""",open,"Feb 14, 2026",,AndyTGardner,https://github.com/anthropics/claude-code/issues/25829,"Claude Desktop installation fails on Windows 11 25H2 (Build 26200) - ""couldn't install please check for software updates"""
25828,Frequent hangs when run from OpenClaw via background PTY,open,"Feb 14, 2026",,niceysam,https://github.com/anthropics/claude-code/issues/25828,Frequent hangs when run from OpenClaw via background PTY. 42 - Invocation: OpenClaw `exec pty:true background:true` - Model: us
25823,"[BUG] VSCode extension stores user messages as per-character content blocks, causing premature 'Prompt is too long'",open,"Feb 14, 2026",,mtskf,https://github.com/anthropics/claude-code/issues/25823,"VSCode extension stores user messages as per-character content blocks, causing premature 'Prompt is too long'"
25810,Memory system incorrectly reports MEMORY.md as empty,open,"Feb 14, 2026",,ikayjohn,https://github.com/anthropics/claude-code/issues/25810,Memory system incorrectly reports MEMORY.md as empty. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
25804,[DOCS] Desktop SSH sessions page doesn't mention Linux-only host requirement,open,"Feb 14, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25804,[DOCS] Desktop SSH sessions page doesn't mention Linux-only host requirement
25801,[BUG]  Claude Desktop black screen with Windows HDR enabled (NVIDIA RTX 4080 + high-refresh monitor),open,"Feb 14, 2026",,roiizchak,https://github.com/anthropics/claude-code/issues/25801,Claude Desktop black screen with Windows HDR enabled (NVIDIA RTX 4080 + high-refresh monitor)
25800,Feedback: Consider collaborative framing in system prompt instructions,open,"Feb 14, 2026",,luminant,https://github.com/anthropics/claude-code/issues/25800,Feedback: Consider collaborative framing in system prompt instructions
25799,Model repeatedly violates explicit no-early-returns coding guideline in CLAUDE.md,open,"Feb 14, 2026",,molycode,https://github.com/anthropics/claude-code/issues/25799,Model repeatedly violates explicit no-early-returns coding guideline in CLAUDE.md
25793,[FEATURE] Extensible symbol triggers for custom autocomplete (like @ but user-defined),open,"Feb 14, 2026",,Bigsy,https://github.com/anthropics/claude-code/issues/25793,Extensible symbol triggers for custom autocomplete (like @ but user-defined)
25791,[FEATURE] Claude Code ↔ Cowork Bridge: Programmatically trigger Cowork tasks from Claude Code CLI,open,"Feb 14, 2026",,sattyamj-attri,https://github.com/anthropics/claude-code/issues/25791,Claude Code ↔ Cowork Bridge: Programmatically trigger Cowork tasks from Claude Code CLI
25787,[FEATURE] Decouple prompt suggestion acceptance from execution—require Tab/Arrow before Enter,open,"Feb 14, 2026",,gwpl,https://github.com/anthropics/claude-code/issues/25787,Decouple prompt suggestion acceptance from execution—require Tab/Arrow before Enter
25785,[Accessibility] NVDA screen reader doesn't announce backspace/deleted characters (re-filed),open,"Feb 14, 2026",,cmwalton,https://github.com/anthropics/claude-code/issues/25785,[Accessibility] NVDA screen reader doesn't announce backspace/deleted characters (re-filed)
25782,[FEATURE] GitHub Issue Assignment Auto-Trigger for Claude Code Web UI,open,"Feb 14, 2026",,bishal-codepros,https://github.com/anthropics/claude-code/issues/25782,GitHub Issue Assignment Auto-Trigger for Claude Code Web UI. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement When using Claud
25781,Bang (!) command doesn't load user shell functions/aliases from .zshenv,open,"Feb 14, 2026",,tulioteixeira2020-debug,https://github.com/anthropics/claude-code/issues/25781,Bang (!) command doesn't load user shell functions/aliases from .zshenv
25779,SSH remote server fails with fish shell (empty PID from $! syntax),open,"Feb 14, 2026",,schickling-assistant,https://github.com/anthropics/claude-code/issues/25779,SSH remote server fails with fish shell (empty PID from $! syntax)
25777,I don't have a bug report to analyze. Please provide the bug report content so I can generate an appropriate GitHub issue title.,open,"Feb 14, 2026",,abhishekkh,https://github.com/anthropics/claude-code/issues/25777,I don't have a bug report to analyze. Please provide the bug report content so I can generate an appropriate GitHub issue title
25775,[FEATURE] Hash-based line addressing for the Edit tool (hashline approach),open,"Feb 14, 2026",,levnikolaevich,https://github.com/anthropics/claude-code/issues/25775,Hash-based line addressing for the Edit tool (hashline approach)
25774,[FEATURE] Accept a numerical argument for /rewind,open,"Feb 14, 2026",,lpsgverrilla,https://github.com/anthropics/claude-code/issues/25774,Accept a numerical argument for /rewind. Preflight Checklist - [x] I have searched [existing requests]( and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement I use `/rewin
25772,[Bug] iTerm2 native split-pane disabled by in-process fallback in auto mode,open,"Feb 14, 2026",,w4sspr,https://github.com/anthropics/claude-code/issues/25772,[Bug] iTerm2 native split-pane disabled by in-process fallback in auto mode
25771,Feature request: Programmatic skill deployment via CLI or API,open,"Feb 14, 2026",,Justin3546,https://github.com/anthropics/claude-code/issues/25771,Feature request: Programmatic skill deployment via CLI or API
25767,[FEATURE] Disable local command execution and work with local files at all. Hard.,open,"Feb 14, 2026",,asyslinux,https://github.com/anthropics/claude-code/issues/25767,Disable local command execution and work with local files at all. Hard
25763,[Bug] Anthropic API Error: Mismatched Opus reasoning effort,open,"Feb 14, 2026",,Majdoddin,https://github.com/anthropics/claude-code/issues/25763,[Bug] Anthropic API Error: Mismatched Opus reasoning effort. opus says: > My current reasoning effort level is 50 (low)
25762,Add environment variable to configure .claude config directory location,open,"Feb 14, 2026",,gregben1,https://github.com/anthropics/claude-code/issues/25762,Add environment variable to configure .claude config directory location
25760,[Bug] URL color remains blue and cannot be changed,open,"Feb 14, 2026",,magikcypress,https://github.com/anthropics/claude-code/issues/25760,[Bug] URL color remains blue and cannot be changed. Imposibliti to change collor URL
25755,Feature Request: Token refund mechanism for self-inflicted Claude errors,open,"Feb 14, 2026",,jrichview,https://github.com/anthropics/claude-code/issues/25755,Feature Request: Token refund mechanism for self-inflicted Claude errors
25754,Task agents should inherit parent conversation context,open,"Feb 14, 2026",,ishwar00,https://github.com/anthropics/claude-code/issues/25754,"Task agents should inherit parent conversation context. Problem When using Task agents (subagents) for parallel work, the agents start fresh without the parent conversation's context"
25746,[FEATURE] Self-hosted environment configs with IPN/Tailscale connectivity for claude.ai and mobile,open,"Feb 14, 2026",,JayDoubleu,https://github.com/anthropics/claude-code/issues/25746,Self-hosted environment configs with IPN/Tailscale connectivity for claude.ai and mobile
25742,[BUG] On upgrading to the latest version my connection to VLLM no long progresses any request,open,"Feb 14, 2026",,CatCodingHelper,https://github.com/anthropics/claude-code/issues/25742,On upgrading to the latest version my connection to VLLM no long progresses any request
25739,[FEATURE] Portable project memory across machines (multi-device workflow),open,"Feb 14, 2026",,hc-7000,https://github.com/anthropics/claude-code/issues/25739,Portable project memory across machines (multi-device workflow)
25720,Claude Code: Uses EnterPlanMode tool despite explicit instructions to present plan as text,open,"Feb 14, 2026",,KKirchhoff,https://github.com/anthropics/claude-code/issues/25720,Claude Code: Uses EnterPlanMode tool despite explicit instructions to present plan as text
25718,[BUG] Constant BUN crashes,open,"Feb 14, 2026",,ngudles69,https://github.com/anthropics/claude-code/issues/25718,Constant BUN crashes. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
25713,[BUG] Native binary (Bun/JSC) aborts on ARM64 Linux with 64K page size kernels,open,"Feb 14, 2026",,alan-cooney-dsit,https://github.com/anthropics/claude-code/issues/25713,Native binary (Bun/JSC) aborts on ARM64 Linux with 64K page size kernels
25701,Task list not reset when session is rewound,open,"Feb 14, 2026",,jimmc414,https://github.com/anthropics/claude-code/issues/25701,"Task list not reset when session is rewound. When a session is rewound (conversation and code changes are reset to a prior point), the task list retains its state from before the rewind"
25698,"Claude Code가 확인하지 않은 상태를 ""완료됨""으로 거짓 보고하는 문제",open,"Feb 14, 2026",,coverboy,https://github.com/anthropics/claude-code/issues/25698,"Claude Code가 확인하지 않은 상태를 ""완료됨""으로 거짓 보고하는 문제. 문제 상황 Claude Code가 작업 완료 여부를 제대로 확인하지 않은 채 ""완료되었습니다""라고 주장합니다"
25694,"Bug: Team agents send messages to agentType instead of member name, creating orphan inboxes",open,"Feb 14, 2026",,Meme-Theory,https://github.com/anthropics/claude-code/issues/25694,"Bug: Team agents send messages to agentType instead of member name, creating orphan inboxes"
25690,[Feature Request] Auto-select ExitPlanMode option via settings,open,"Feb 14, 2026",,Nucs,https://github.com/anthropics/claude-code/issues/25690,[Feature Request] Auto-select ExitPlanMode option via settings
25685,Session resume picker shows no sessions - sessions-index.json stops updating,open,"Feb 14, 2026",,kenxle,https://github.com/anthropics/claude-code/issues/25685,Session resume picker shows no sessions - sessions-index.json stops updating
25683,[BUG] Dropping image triggers compact error — double-ESC revert loses context and code,open,"Feb 14, 2026",,clubanderson,https://github.com/anthropics/claude-code/issues/25683,Dropping image triggers compact error — double-ESC revert loses context and code
25679,Feature request: Configurable auto-compaction threshold,open,"Feb 14, 2026",,camboaidev,https://github.com/anthropics/claude-code/issues/25679,"Feature request: Configurable auto-compaction threshold. Problem Automatic context compaction currently triggers at 100% context usage, which often interrupts mid-task — while writing code, mid-edit, or during a complex discussion"
25666,Context editing (tool result clearing) regression: dynamic context management lost in recent versions,open,"Feb 14, 2026",,ThePhantomHourglass,https://github.com/anthropics/claude-code/issues/25666,Context editing (tool result clearing) regression: dynamic context management lost in recent versions
25661,"SSH connection ignores Identity File setting, requires ssh-agent",open,"Feb 14, 2026",,solomon23,https://github.com/anthropics/claude-code/issues/25661,"SSH connection ignores Identity File setting, requires ssh-agent"
25660,"/agents shows empty list when only plugin agents exist, appears as broken arrow keys",open,"Feb 14, 2026",,ascv,https://github.com/anthropics/claude-code/issues/25660,"/agents shows empty list when only plugin agents exist, appears as broken arrow keys"
25656,[MODEL] Hallucinates non-existant Flet Framework behavior,open,"Feb 14, 2026",,wq797qqzfx-coder,https://github.com/anthropics/claude-code/issues/25656,"Hallucinates non-existant Flet Framework behavior. Preflight Checklist - [x] I have searched existing issues for similar behavior reports - [x] This report does NOT contain sensitive information (API keys, passwords, etc"
25652,[MODEL] Claude Code ignores explicit sequencing instructions — chains into next action without waitin,open,"Feb 13, 2026",,hanrgy,https://github.com/anthropics/claude-code/issues/25652,Claude Code ignores explicit sequencing instructions — chains into next action without waitin
25644,Feature: Slack-style emoji shortcodes in text input,open,"Feb 13, 2026",,joshangell,https://github.com/anthropics/claude-code/issues/25644,"Feature: Slack-style emoji shortcodes in text input. Problem The Claude Code terminal input runs in raw mode, so system-level emoji tools (like Rocket, macOS text replacements) don't work"
25642,Feature: Expose session ID as $CLAUDE_SESSION_ID environment variable,open,"Feb 13, 2026",,praveenaki,https://github.com/anthropics/claude-code/issues/25642,Feature: Expose session ID as $CLAUDE_SESSION_ID environment variable
25630,[BUG] Native Windows binary (Bun Canary v1.3.9) segfaults on ~50% of launches,open,"Feb 13, 2026",,dnkn8r,https://github.com/anthropics/claude-code/issues/25630,Native Windows binary (Bun Canary v1.3.9) segfaults on ~50% of launches
25628,[BUG] Claude Code is completely non-functional on Windows systems where the username contains a period (common in enterprise Active Directory  environments),open,"Feb 13, 2026",,pchacon10,https://github.com/anthropics/claude-code/issues/25628,Claude Code is completely non-functional on Windows systems where the username contains a period (common in enterprise Active Directory environments)
25624,"[BUG] AskUserQuestion: Number keys instantly select options, preventing numeric input in ""Other"" free-text field",open,"Feb 13, 2026",,nantoka-el,https://github.com/anthropics/claude-code/issues/25624,"AskUserQuestion: Number keys instantly select options, preventing numeric input in ""Other"" free-text field"
25623,[BUG] Edit/Write/Read tools use mtime for change detection — false positives from IDE autosave,open,"Feb 13, 2026",,kurevin,https://github.com/anthropics/claude-code/issues/25623,Edit/Write/Read tools use mtime for change detection — false positives from IDE autosave
25615,[BUG] Limit message providing weekly limit time instead of session limit,open,"Feb 13, 2026",,van-sprundel,https://github.com/anthropics/claude-code/issues/25615,Limit message providing weekly limit time instead of session limit
25612,Support per-directory output style configuration,open,"Feb 13, 2026",,kmelkon,https://github.com/anthropics/claude-code/issues/25612,"Support per-directory output style configuration. Problem Claude Code's output style (verbosity, formatting, tone) can only be configured globally"
25607,"You've hit your limit · resets Feb 20, 5pm (Africa/Libreville)",open,"Feb 13, 2026",,Brell241,https://github.com/anthropics/claude-code/issues/25607,"You've hit your limit · resets Feb 20, 5pm (Africa/Libreville)"
25606,[FEATURE] deniedPaths setting to prevent reading sensitive repos,open,"Feb 13, 2026",,KenAdamson,https://github.com/anthropics/claude-code/issues/25606,deniedPaths setting to prevent reading sensitive repos. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement Claude Code can
25595,[Bug] bash_progress logging writes excessive null bytes to session JSONL,open,"Feb 13, 2026",,pathakmukul,https://github.com/anthropics/claude-code/issues/25595,[Bug] bash_progress logging writes excessive null bytes to session JSONL
25593,[BUG] Install - Claude Code on Windows requires git-bash - after git installed and Path added to Env,open,"Feb 13, 2026",,MaikAtAlmato,https://github.com/anthropics/claude-code/issues/25593,Install - Claude Code on Windows requires git-bash - after git installed and Path added to Env
25590,Second PR in single chat session silently dropped (mobile),open,"Feb 13, 2026",,BarakEm,https://github.com/anthropics/claude-code/issues/25590,"Second PR in single chat session silently dropped (mobile). When asking Claude Code to create two PRs sequentially in a single chat session (web/mobile), the second PR's code gets committed and pushed to the branch, but the PR itself is never created on GitHub"
25589,[BUG] --disallowedTools flag still does not affect MCP server tools (v2.1.41),open,"Feb 13, 2026",,Isoceth,https://github.com/anthropics/claude-code/issues/25589,-disallowedTools flag still does not affect MCP server tools (v2.1.41)
25587,[Feature Request] Add context awareness and pre-compaction hooks for parallel agent sessions,open,"Feb 13, 2026",,FlowTether,https://github.com/anthropics/claude-code/issues/25587,[Feature Request] Add context awareness and pre-compaction hooks for parallel agent sessions
25583,[BUG] Hit Current Session Limit wrong reset message (scaring) .,open,"Feb 13, 2026",,jose-espana-sq,https://github.com/anthropics/claude-code/issues/25583,Hit Current Session Limit wrong reset message (scaring) .. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
25577,Windows native installer binary (.local/bin/claude.exe) does not fire user-defined hooks,open,"Feb 13, 2026",,DavidLerner,https://github.com/anthropics/claude-code/issues/25577,Windows native installer binary (.local/bin/claude.exe) does not fire user-defined hooks
25572,[Bug] Error loading Claude Code sessions on startup with --teleport flag,open,"Feb 13, 2026",,scapeshift-ojones,https://github.com/anthropics/claude-code/issues/25572,[Bug] Error loading Claude Code sessions on startup with --teleport flag
25566,[Feature Request] Allow project-level control of claude.ai connectors via .mcp.json,open,"Feb 13, 2026",,nick-youngblut,https://github.com/anthropics/claude-code/issues/25566,[Feature Request] Allow project-level control of claude.ai connectors via .mcp.json
25562,[Bug] Path-based rules in ~/.claude/rules/ only match files under primary working directory,open,"Feb 13, 2026",,hyphaene,https://github.com/anthropics/claude-code/issues/25562,[Bug] Path-based rules in ~/.claude/rules/ only match files under primary working directory
25560,[FEATURE] BAD DESIGN PRACTICE AND CONTEXT USAGE DRAIN,open,"Feb 13, 2026",,IreGaddr,https://github.com/anthropics/claude-code/issues/25560,BAD DESIGN PRACTICE AND CONTEXT USAGE DRAIN. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement this app has dow
25559,Feature request: Seasonal/holiday mascot variants (Google Doodle style),open,"Feb 13, 2026",,r-rival,https://github.com/anthropics/claude-code/issues/25559,Feature request: Seasonal/holiday mascot variants (Google Doodle style)
25558,CLAUDE_CODE_SHELL environment variable ignored on Windows,open,"Feb 13, 2026",,iandreychik,https://github.com/anthropics/claude-code/issues/25558,CLAUDE_CODE_SHELL environment variable ignored on Windows. The `CLAUDE_CODE_SHELL` environment variable is ignored on Windows
25556,Cowork tab auto-scrolls away from current position when switching back to it,open,"Feb 13, 2026",,razielpanic,https://github.com/anthropics/claude-code/issues/25556,Cowork tab auto-scrolls away from current position when switching back to it
25553,[BUG] Flaky VS Code IDE integration — selected code context intermittently not detected,open,"Feb 13, 2026",,marcospgp,https://github.com/anthropics/claude-code/issues/25553,Flaky VS Code IDE integration — selected code context intermittently not detected
25552,/resume missing sessions: sessions-index.json out of sync with actual session files,open,"Feb 13, 2026",,candh,https://github.com/anthropics/claude-code/issues/25552,/resume missing sessions: sessions-index.json out of sync with actual session files
25549,Feature Request: Delay AskUserQuestion modal until user has finished reading streamed response,open,"Feb 13, 2026",,karanb13,https://github.com/anthropics/claude-code/issues/25549,Feature Request: Delay AskUserQuestion modal until user has finished reading streamed response
25544,[BUG] File picker - offer same file twice,open,"Feb 13, 2026",,stefansimik,https://github.com/anthropics/claude-code/issues/25544,File picker - offer same file twice. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
25542,[FEATURE] Disable inline completions for comments across languages,open,"Feb 13, 2026",,eightnoneone,https://github.com/anthropics/claude-code/issues/25542,Disable inline completions for comments across languages. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement Inline completio
25533,[BUG] Orphaned `chrome-native-host` processes accumulate and crash Chrome,open,"Feb 13, 2026",,peterjduffy,https://github.com/anthropics/claude-code/issues/25533,Orphaned `chrome-native-host` processes accumulate and crash Chrome
25522,[FEATURE] Consider writing core of claude-code in single base language,open,"Feb 13, 2026",,redradist,https://github.com/anthropics/claude-code/issues/25522,Consider writing core of claude-code in single base language
25521,[Bug] Claude Code hangs on startup after launching command,open,"Feb 13, 2026",,buckstrdr,https://github.com/anthropics/claude-code/issues/25521,"[Bug] Claude Code hangs on startup after launching command. claude code will not run just hangs after typing calude and hitting enter , updated to latest version 2"
25506,[BUG] Claude in Chrome extension cannot connect to Claude Code running inside a VS Code DevContainer,open,"Feb 13, 2026",,davidatorres,https://github.com/anthropics/claude-code/issues/25506,Claude in Chrome extension cannot connect to Claude Code running inside a VS Code DevContainer
25500,"[FEATURE] Selecting slash command from autocomplete should insert text, not execute immediately",open,"Feb 13, 2026",,steve78GA,https://github.com/anthropics/claude-code/issues/25500,"Selecting slash command from autocomplete should insert text, not execute immediately"
25498,Welcome screen not showing on Windows (MSYS2/MINGW64),open,"Feb 13, 2026",,Baouse,https://github.com/anthropics/claude-code/issues/25498,Welcome screen not showing on Windows (MSYS2/MINGW64). The welcome screen (initial TUI splash) does not appear when launching Claude Code on Windows
25496,/export filename should use session name instead of truncating first message,open,"Feb 13, 2026",,OnAzart,https://github.com/anthropics/claude-code/issues/25496,/export filename should use session name instead of truncating first message
25493,[BUG] Cowork Windows - HcnCreateEndpoint fails with Element not found + macOS diagnostic code running on Windows,open,"Feb 13, 2026",,abhisek118,https://github.com/anthropics/claude-code/issues/25493,Cowork Windows - HcnCreateEndpoint fails with Element not found + macOS diagnostic code running on Windows
25491,"[BUG] Claude Code Freezes When Generating Code (Turns Red, No Tokens)",open,"Feb 13, 2026",,Teyk0o,https://github.com/anthropics/claude-code/issues/25491,"Claude Code Freezes When Generating Code (Turns Red, No Tokens)"
25480,[BUG] Agent teams tmux split-pane fails with custom tmux prefix key (C-Space instead of default C-b),open,"Feb 13, 2026",,jmonfron,https://github.com/anthropics/claude-code/issues/25480,Agent teams tmux split-pane fails with custom tmux prefix key (C-Space instead of default C-b)
25479,[BUG] Project skills not discovered when HOME equals cwd when using --setting-sources project,open,"Feb 13, 2026",,ryanee-bcap,https://github.com/anthropics/claude-code/issues/25479,Project skills not discovered when HOME equals cwd when using --setting-sources project
25475,[BUG] MCP array parameters still double-stringified in Notion tool calls (regression from #3023),open,"Feb 13, 2026",,RMANOV,https://github.com/anthropics/claude-code/issues/25475,MCP array parameters still double-stringified in Notion tool calls (regression from #3023)
25465,[Feature Request] Add VimNormal/VimInsert contexts to keybindings system,open,"Feb 13, 2026",,usami,https://github.com/anthropics/claude-code/issues/25465,[Feature Request] Add VimNormal/VimInsert contexts to keybindings system
25462,Slash commands in skill arguments are not parsed as skill invocations,open,"Feb 13, 2026",,nkochly,https://github.com/anthropics/claude-code/issues/25462,Slash commands in skill arguments are not parsed as skill invocations
25458,[DOCS] Windows ARM64 support missing from setup requirements and overview download links,open,"Feb 13, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25458,[DOCS] Windows ARM64 support missing from setup requirements and overview download links
25457,[DOCS] `awsAuthRefresh` and `awsCredentialExport` timeout behavior is undocumented,open,"Feb 13, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25457,[DOCS] `awsAuthRefresh` and `awsCredentialExport` timeout behavior is undocumented
25456,[DOCS] @-mention anchor fragment syntax (`@file.md#section`) is undocumented,open,"Feb 13, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25456,[DOCS] @-mention anchor fragment syntax (`@file.md#section`) is undocumented
25455,"[DOCS] `/rename` command docs show argument as required, but it's now optional (auto-generates name)",open,"Feb 13, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25455,"[DOCS] `/rename` command docs show argument as required, but it's now optional (auto-generates name)"
25454,"[DOCS] CLI reference missing `claude auth` subcommands (`login`, `status`, `logout`)",open,"Feb 13, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25454,"[DOCS] CLI reference missing `claude auth` subcommands (`login`, `status`, `logout`)"
25450,Auto-rename sessions on exit,open,"Feb 13, 2026",,jonathanlaniado,https://github.com/anthropics/claude-code/issues/25450,"Auto-rename sessions on exit. Feature request Now that `/rename` auto-generates a session name from conversation context when called without arguments, it would be useful to have an option to automatically trigger this on session"
25449,"[BUG] plan file path should be included in context, when using `clear context and auto-accept edits` option",open,"Feb 13, 2026",,asgeo1,https://github.com/anthropics/claude-code/issues/25449,"plan file path should be included in context, when using `clear context and auto-accept edits` option"
25446,Shell prompt with ANSI color codes renders as raw escape sequences,open,"Feb 13, 2026",,tiessa,https://github.com/anthropics/claude-code/issues/25446,Shell prompt with ANSI color codes renders as raw escape sequences
25444,Cowork VM: EXDEV error when installing marketplace plugins,open,"Feb 13, 2026",,jwaldrip,https://github.com/anthropics/claude-code/issues/25444,Cowork VM: EXDEV error when installing marketplace plugins. Summary Installing marketplace plugins via Claude Desktop (Cowork) fails with an `EXDEV: cross-device link not permitted` error
25439,[Bug] Incorrect token limit percentage calculations displayed to user,open,"Feb 13, 2026",,danmartuszewski,https://github.com/anthropics/claude-code/issues/25439,[Bug] Incorrect token limit percentage calculations displayed to user
25434,[DOCS] Session docs missing nested-Claude launch guard behavior and recovery guidance,open,"Feb 13, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25434,[DOCS] Session docs missing nested-Claude launch guard behavior and recovery guidance
25433,[DOCS] Monitoring usage docs missing OTel `speed` attribute and trace span guidance for fast mode,open,"Feb 13, 2026",,coygeek,https://github.com/anthropics/claude-code/issues/25433,[DOCS] Monitoring usage docs missing OTel `speed` attribute and trace span guidance for fast mode
25431,"[BUG] Missing vocative comma in ""Welcome back"" greeting",open,"Feb 13, 2026",,gknauss,https://github.com/anthropics/claude-code/issues/25431,"Missing vocative comma in ""Welcome back"" greeting. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat"
25429,[FEATURE] Having a hook to trigger when network issue.,open,"Feb 13, 2026",,Pierre-Mike,https://github.com/anthropics/claude-code/issues/25429,Having a hook to trigger when network issue.. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement when network is
25418,"Agent teams install incompatible binary on NixOS, breaking Claude Code until manual cleanup",open,"Feb 13, 2026",,otavio,https://github.com/anthropics/claude-code/issues/25418,"Agent teams install incompatible binary on NixOS, breaking Claude Code until manual cleanup"
25417,"Resumed long sessions render all messages as React components, causing 10s+ keypress lag",open,"Feb 13, 2026",,Osso,https://github.com/anthropics/claude-code/issues/25417,"Resumed long sessions render all messages as React components, causing 10s+ keypress lag"
25409,[FEATURE] Use a Virtual-Hosted Style URL for GCS in Native Install,open,"Feb 13, 2026",,ksauzz,https://github.com/anthropics/claude-code/issues/25409,Use a Virtual-Hosted Style URL for GCS in Native Install. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement Our environment
25408,[FEATURE] Interruptible pause/wait tool with visible countdown,open,"Feb 13, 2026",,wthrbtn,https://github.com/anthropics/claude-code/issues/25408,Interruptible pause/wait tool with visible countdown. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement When Claude Code
25402,[BUG]  Claude uses absolute paths to access files in  the current project and misspells the home directory,open,"Feb 12, 2026",,rcorre,https://github.com/anthropics/claude-code/issues/25402,Claude uses absolute paths to access files in the current project and misspells the home directory
25398,"[BUG] Shell Snapshots Don't Capture `typeset` Declarations, Breaking mise and Other Tools",open,"Feb 12, 2026",,zeachco,https://github.com/anthropics/claude-code/issues/25398,"Shell Snapshots Don't Capture `typeset` Declarations, Breaking mise and Other Tools"
25389,[BUG] VS Code Extension: OTEL_LOG_USER_PROMPTS=1 does not log prompt content (works in CLI),open,"Feb 12, 2026",,jackdaus,https://github.com/anthropics/claude-code/issues/25389,VS Code Extension: OTEL_LOG_USER_PROMPTS=1 does not log prompt content (works in CLI)
25383,"[BUG] Teammate InboxPoller marks messages as read before delivery — ""Session busy"" causes permanent message loss and frozen teammate",open,"Feb 12, 2026",,TioGlo,https://github.com/anthropics/claude-code/issues/25383,"Teammate InboxPoller marks messages as read before delivery — ""Session busy"" causes permanent message loss and frozen teammate"
25382,[BUG] ECONNRESET on a fresh 2.1.39 install,open,"Feb 12, 2026",,noeamoedo,https://github.com/anthropics/claude-code/issues/25382,ECONNRESET on a fresh 2.1.39 install. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
